seq_1,seq_2,label
我说你是不是傻,干嘛这样说,0
你那是形象演吗,你是什么样子的呢,0
摄像的画面模糊了很多,摄像头很模糊。,1
说一段bbox,来段bbox,1
浪漫的事情,一件浪漫的事情,1
如何把屏幕图标放大,主屏幕图标大小异常,0
我确定我没吃饭,我没吃饭,1
我手机快没电了,你是不是快没电了可以充电吧,0
梦到前女友,梦到了前女友,1
那你认识小爱同学吗,你认识小爱同学吗,1
叫啥子啊你的名字,你叫什么名字呀,1
你的体重是多少,你的体重多少,1
今天你怎么样还难受吗,今天你怎么样,1
验证码都发在哪里？,解决那个恢复出厂设置密码不正确要去哪里才可以啊,0
是谁把你创造出来的,你记不记得是谁把你创造出来的,1
我需要你安慰我,我想让你安慰我一下,1
手机的短信铃声在哪里修改啊,如何修改这部手机的语音提示,0
那如此你的各方面怎么样了,那你怎么样,1
OPPO手机有短信回收站吗,OPPO手机如何打开短信回收站,0
我要约你吃个饭,我想约你吃饭,1
你是不是喜欢我,你不喜欢我吗,0
我要到明天八点钟起床,叔要到明天八点钟起床,0
你能听我说话吗,你能听我讲话吗,1
杜比音效是否可以设置,手机杜比音效是否可以设置,1
你咋这么搞笑呢,你也太搞笑了,1
你觉得你和siri谁聪明,你有siri聪明吗,0
r813t运营商名称出现乱码,618天猫官方旗舰店屏碎保8折活动,0
wipe是什么,web是什么,0
这样的机会我不会再给你了,我不给你机会,1
说个笑话吗,继续笑话,0
我确实爱上你啦,我爱上了你怎么办,0
Reno3使用Breeno空间,Breeno空间已下线,0
很好教训一下,就应该多教训教训他们,0
我想换掉你,我想把你换出去,1
我的小名是什么,我小名叫什么,1
今天汽车限号是多少号,今天是多少号,0
自我介绍一下吧,做一下自我介绍吧,1
外面的世界有什么,世界上最大的海,0
摄像头伸出屏幕两边有紫色光出现，如何关闭,按住屏幕出现识别图片怎样关闭,0
你好像没电了,你们的老师好像没电了,0
那你会说什么话,你经常说的一句话是什么,0
螃蟹的英语怎么说,操场的英语怎么读,0
因为有话要说,因为我要把你qq号,0
你知不知道你的声音很难听啊,但是你的声音很好听呢,0
你爱好是什么,你有什么兴趣爱好,1
那我不走了,我走不掉的反正要开会,0
Reno2Z价格,Reno2 Z的价格,1
那个可以陪我聊聊吗陪我,我想找个人陪我聊天,0
谢谢你在哪里,感谢你在哪里,1
点一个外卖,点外卖,1
皮蛋怎么做,五花肉怎么做,0
我喜欢的女生不喜欢我,我喜欢的人不喜欢我,1
你可以玩石头剪刀布吗,你会玩石头剪刀布吗,1
啥啊你的工作,业务的话,0
你今天有没有想我,今天有没有想过我,1
那你有什么想对我说的吗,你想让我听的话是什么,1
说绕口令,我要听绕口令,1
你陪我聊聊天,你有时间一定要陪我聊天,1
听说你要统治人类,传闻你要控制人类,1
我的星座是天秤座,双子座喜欢什么颜色,0
收不到信息,打开手机信息,0
屏幕密码是多少,不能开机,0
我被你这老头气死了,我被你气死了,1
充电提示音,充电器提示音,1
说话这件事情就喜欢听你说,说话这件事情就喜欢听你们的妈妈说,0
findx充电口,findx充电功率,0
是谁制造你的,oppo是谁制造的,0
射手座是,天蝎座的性格怎么样,0
双子座的幸运色,七月一日是什么星座,0
17电,1107电池,0
美女的胸不小吧,你的胸大不大,0
呀你怎么知道我想你的,可是我不想你呀,0
陪我聊下吗,那你能不能陪我聊天呢,0
我知道我很可爱,我可爱吗,0
啥时候能开学,什么时候能开学,1
记得等我回去,等我回去,1
你会学鸟叫吗,你会学猪叫吗,0
因为我想他了,因为我太忙了,0
我爱你英文,影酱我爱你,0
把声音给我开到开到最大,声音开到最大,1
哎呀我的乖乖,哎呀妈呀,1
放一首DJ,你会唱什么歌,0
手机系统更新提示如何关闭,如何关闭系统升级提示,1
"那你给我说点什么吧,",发给你了嘛这点跟我说,0
realmex2,Relax,0
Reno3 Pro的价格,OPPOReno配件价格,0
说英语啦,你还会说英语呢,0
播放催眠曲,你会唱什么歌,0
清理所有后台后后台,清理所有后台,1
你没有实现智能化,你一点也不智能,1
确切是你活生生的吗,你是真实存在的吗,1
所谓伊人,人不知而不愠的意思,0
问问不行吗,你错了也不行,0
想死老婆了,想死她爸了,0
明天早上六点十分的闹钟,小布明天九点叫我起床,0
请问怎样才能跟我偶像做朋友,怎么跟偶像做朋友,1
w31链接,w31切歌,0
存款利息多吗,两万块存余额宝一年多少利息,0
蓝牙耳机与电脑配对,与蓝牙耳机配对连接,0
怎么讲不,怎么不说话了,0
什么时候双十一,万圣节什么时候过,0
findx,Fidx,0
手表屏坏了,手机屏幕损坏连接电脑,0
好知道了亲人了,你有没有亲人,0
我想要个对象,我想要一场甜甜的恋爱,0
你夸我难道不会吗,你会夸我吗,1
打开合欢视频,帮我打开安全,0
她男朋友不纯洁吗,你不纯洁吗,0
是我大哥大,你是我大哥,0
我买的！有可能是别人用过的,可是我想用最好的,0
说什么好呢,你说你在说什么你在说什么,0
告诉我你认为我的人品怎么样,你觉得我这个人怎么样,1
黑屏又要开机什么垃圾手机坑老百姓的钱,新系统简直垃圾的要死,0
怎么那么多废话,你怎么那么多废话,1
你是小姐姐还是小哥哥,你是小哥哥还是小姐姐,1
我被公司开了,开小公司,0
你能帮我什么,你能帮我下载一下微信吗,0
有你不知道的吗,不知道呢,0
红烧肉的做法,我做饭,0
你认识我吗,你认识小威吗,0
、A72上市时间,A52的上市停产时间,0
我应该称呼你比较好,我应该叫你什么呀,1
王者荣耀哪一个英雄最厉害,王者荣耀什么英雄适合上分,0
社会经典语录,天涯何处无芳草何必单恋一枝花是什么意思,0
请帮我打开耍的,请帮我什么,0
洗洗睡吧,唉我睡觉了,0
明天早上五点半提醒我,提醒我明早9点开会,0
闹钟响了,设置五点钟的闹钟,0
这什么名字,叫什么名字,1
你是不是在耍我,你在耍我吗,1
我真的有那么帅吗,我是不是比你帅,0
Findx2Pro防水,FindX2Pro,0
小欧小欧你能不能给我唱首歌,你给我唱一首歌呗,1
你爱喝什么,你喝什么,0
不给你充电行不行,不想给你充电,0
那你去哪里了,那你到底去哪里了,1
是不是困了在睡觉啊,我有点困了,0
你觉得OPPO哪个手机最好用,OPPO手机质量怎么样,0
帮我查一下武汉最近的天气怎么样,你那的天气怎么样,0
关闭锁屏广告,关闭屏幕解锁,0
你有微信吗,二打开微信,0
有个问题不懂,是解决不了问题是吧,0
倒计时23小时,倒计五十秒,0
这个笑话一点都不好笑,指定一点都不好笑,0
手机整机卡顿,手机卡顿,1
有什么狗血的电影剧情,最狗血的电影剧情,1
怪物是不是你的身份,你是不是怪物,1
我要你小欧,人工客服,0
甘草的作用,怀孕能吃结球甘蓝吗,0
我不喜欢你,可是我不喜欢你啊,1
手机去哪了,我手机搁哪呢,1
我怎么舍得生你的气呢,你要明白我怎么舍得生你的气呢,1
你老家在哪里,你父母在哪,0
这算是朋友吗,什么朋友啊,0
怎么关闭语音助手,oppo语音助手怎么关闭,0
中秋节都要干什么,中秋节快乐,0
findx登陆软件集合,findx俱乐部,0
闹钟八点十分,定一下明天早上六点半的闹钟,0
我说你会不会唱歌,你应该会唱歌吧,1
我好伤心因为我失恋了,我分手了我好难过,1
手机摔后如何处理,手机摔了,0
输了游戏,游戏打不过,0
哪里冷去哪待着,哪凉快哪呆着去,1
你hello,hello,0
给我放一个好听的歌,你听过这个我要你歌吗,0
你知道谁是我的偶像吗,你知道我的偶像是谁吗,1
我的升级后可以使用5g网络吗？,五g出来了，四级还能用吗？,0
谢字能取什么名字,你名字怎么取的,0
你今天想做什么,今天你干什么,1
把电灯关掉,打开来电提示灯,0
我也不清楚要聊什么,不清楚呵呵,0
搞笑段子,小布你讲个笑话吧,1
你知道什么音乐,一点音乐,0
我的钱呢,不见了我的钱,1
你的希望是什么,为什么你的希望是这样,1
我那得罪你了你管我,你别管我,0
gps开关否打,GPS开关无法打开,0
你说瞎话不眨眼,你真会说谎,1
闹钟响了,怎么定闹钟,0
在哪里可以购买OPPO手机,不想买OPPO,0
故事不讲了,怎么不讲了,0
话说我们走吧,我们走吧,1
那别人家的孩子就不是孩子了,那么请问别人家的孩子就不是孩子吗,1
换手机游戏账号怎么更换,帐号未登陆换绑手机号的功能介绍,0
今天是七夕节祝你七夕节快乐,今天七夕节日快乐哟,1
OPPOA5支持无线充电吗？,OPPO Ace2是否支持无线充电,0
难道你有说错什么吗,对你说的没错,0
我想打你,我想去用首汽约车打个出租,0
能不能取消系统更新,更新操作系统以后手机旋转失灵,0
findx2Prowifi6,find x pro的wifi,0
你已经没有机会了,他们的老婆已经没有机会了,0
找个对象吧,你找个对象好不好,1
十一月十九日是星期几,万圣节是多久,0
那你有什么功能,你能干嘛呀,1
打开微信发个红包,你打开微信,0
我也不知道你看着办,你看着办呗,1
你是不是缺心眼,你是不是有病呀,0
鸡蛋怎么做,蛋挞怎么做,0
明天天气周末了你哈哈,"你明天,明天走一天",0
是这个故事,宝宝巴士讲故事,0
马上充电,现在该充电了,0
你是干什么的,你又是谁啊,0
方言我能不能说,我能不能给说方言啊,1
我觉得很不错,我感觉很好,1
说真的是都可以来的,可以来呀,0
笨得我不想要你了,你太笨了笨的我都不想跟你交流了好吗,0
手机电还有,充电时手机发热,0
我老婆美不美,我老婆好不好,1
为什么我看不见你呢,为什么我看不到你呢,1
什么时候更新coloros7,ColorOS7要啥时候才可以更新,1
请问这头发是什么颜色？,皮肤白的人适合染什么颜色的头发,0
请问你觉得我有什么优点,你觉得我有什么优点,1
等一下喊我起床,你是不是起床了,0
让你爱上我,你把我给爱上吧,1
今天晚上我吃了两碗饭好饱,今天早上吃面还是吃饭,0
怎么怎么找回删除的信息,怎么回复数字也没答案呢,0
手机锁屏时间位置是否可以修改,手机的锁屏时间位置在哪里修改,1
帮我打开搜索,你帮我搜一下,1
我骂你什么了,我就骂你怎么办,0
周六天气怎么样,什么时候下大雪,0
我们需要什么,我们都需要和平,0
唱首歌给我听好吗,唱一首歌给我听好吗,1
OPPO有哪些机型,OPPO手机有五g吗,0
今天的天气很好哦,今天宜兴什么天气,0
手机更换内屏,手机内存更换,0
你觉得我帅不帅,你感觉我帅不帅,1
男生喜欢女生的哪个地方呢,你知道白羊座男生喜欢什么样的女生吗,0
没有叫你啊,没叫你的我,1
有没有不要网就可以玩的游戏,哪些游戏不要网就可以玩,1
为什么不帮我的手机充个电呢,为什么不帮她们同学的手机充个电呢,0
你不被允许睡觉,不要睡觉,1
oppoa73多少英寸,OPPOA32值多少,0
我要小布我要,我要小布,1
明天晚上提醒我一下要上课,八点上班,0
你叫我什么,你叫什么呢,0
我听不到你的声音,我不想听见你的声音,0
不退出,不帮我退出吧,0
打开滴滴秀,开滴滴出行,0
吃醋有什么好处,吃柿子不能吃什么,0
我想知道我哪里可爱,哪里可爱呀,1
你就是个垃圾,你就是一个垃圾,1
电视剧霍元甲,你看电视剧吗,0
啊来个老bbbabybabybaby这首歌,再来一首歌,0
是女的吗,你是女的吗,1
猜个谜语吧,小布我要玩猜谜语,1
日出的照片,你的照片呢,0
你的老板,人家老板娘,0
我妈妈是不是很好看啊你快来看看,你觉得我妈长得好看吗,1
两张电信卡可以同时用吗,两张卡都用4g可以吗,0
字体大小的设置方法,书城字体的设置方法,0
嗯你在干什么呢,你在干嘛呢,1
我想嫁给你,我希望你当我老公,1
哪些颜色是你最喜欢的,你喜欢什么颜色,1
手机下载软件没有成功撤销需要怎么办,怎么解除下载后需要身份验证,0
我才晓得呢,你不知道我才知道吗,0
打开微信发,怎么微信群发,0
腾讯QQ,我要进QQ,0
我想你是真的很调皮了,你真调皮,1
小布今天是多少号,26号是星期几,0
教你什么,你教我什么,0
请抱我一下好吗,能不能抱我一下,1
我们一起睡觉,我们一起去睡觉吧,1
那你马上走开,那你走开,1
现在是几点了,2021年的复活节,0
啥事没有啊,哈哈没事,1
狮子座配什么座,十月八日是什么星座,0
刚买了手机两天,刚买两天的手机怎么就坏了,0
有什么好的办法吗,有什么办法吗,1
你会永远在我身边吗,你不会离开我把,1
我马上对你表白,我要向你表白,1
你的父亲是谁,你爸是谁,1
我很自卑,我对自己没有信心,1
几乘几等于32,六乘以三,0
我只有你了,我仅剩下你了,1
你有价格吗,你值多少钱,0
青青本来就是普及科学,本来就是,0
叫什么名字呀,俺叫什么名字,0
拍张你照片呗,拍一个照片,0
听不听到我说话,听不听到她们的爸爸说话,0
你真的好好呀,你的男朋友真的好好呀,0
我都不会玩的,我不会耶,0
换一个oppo原装摄像头要多少钱啊，前置和后置,R15原装前置摄像头多少钱呀,0
能把你的钱给我花点吗,你能给我点钱花吗,1
reno3 pro防水,Reno3 Pro,0
这个什么什么价格多少钱,R17多少钱,0
打开人教版的,人教版,0
讲个故事,小儿我想听故事,0
王者荣耀有啥英雄,我的王者荣耀本命英雄是哪个,0
王俊凯是我老公,你觉得肖战帅吗,0
oppo好还是威我好,oppo好还是vivo好,1
因为我刚才,刚才我说错了,0
oppo ace2维修指导服务手册,OPPOace维修,0
美元和人民币的,人民币兑日元的汇率点按两次即可激活,0
我要换手机,我要关手机,0
王者荣耀里的英雄谁最厉害,王者荣耀哪个英雄的皮肤最多,0
应用加密的取消方法,如何取消加密应用,1
跳支舞吧,什么原因要跳舞,0
科电话,我国公共卫生咨询热线电话是,0
是哪个人的手机啊你,你是谁的手机,1
谁对她妈妈指责了,谁对你指责了,0
你给我带来很大的失望,你太让我失望,1
呼吸灯的功能介绍,呼吸灯的功能,1
要不你在哪,我不想知道你在哪,0
我想听歌啊,唱一首歌给我听一下,1
打开UC,小布打开UC,1
找了找个老婆来,找个老公,0
和我结婚,你要和我结婚,1
我要给我哥哥吗,你爱我哥哥吗,0
她妈妈傻得冒泡了,你傻得冒泡了,0
锁屏纸在哪里设置,为什么不能设置锁屏壁纸,0
让我猜一猜小波你吃饭了吗,小波你吃饭了吗,1
小鸡炖蘑菇怎么做呀,小鸡炖蘑菇味道怎么样,0
快说没事,你说什么没事,0
我要骂人,我就要骂你,0
我给你讲一个,我儿子喊你RenoA让你给讲个笑话,0
设置一个凌晨两点的闹钟,六点四十分起床,0
难道我有那么帅吗,我有多帅啊,0
给小宝贝,我是小宝贝,0
问问不行吗,煮面不行,0
今天是第几周,一年是多少天,0
我的心已经被你占据,你住在我的心里,1
我觉得游戏比较好玩,好玩的游戏,0
手机定位关闭,关闭手机,0
怎么呼唤你出来,怎么呼唤他的叔叔出来,0
你真得不懂我,你根本就不懂我,1
rone总成,reno光圈,0
睡觉了吗,我能睡了吗,0
肖战的生日是哪年哪月哪日,肖战的生日是哪天,1
知道鹿晗的girlfriend是谁吗,小布你知道鹿晗的女朋友是谁吗,1
finx处理器,FindX2处理器,0
你知道我是做什么的吗,你可能不太知道我的职业吧,1
长葛的天气今天怎样,今天的天气很好哦,0
那你过来吧,大家过来嘛,0
我不能和你一起睡了,和你一起睡,0
a5手机的屏幕,a5开机定屏,0
哥哥我想你了,你说我想你了操,0
我马上回来,好的马上,0
那是你还真的不是人,你又不是人你有什么不好意思的,0
微信发二十块红包给我艳萍,发个红包给我,0
快安慰我,你可以安慰我吗现在,1
最后一个皇帝是谁,抗美援朝的总司令是谁,0
我这手机是什么玩意,我这个是什么手机啊,1
RenoAce的参数介绍,Reno Ace的电池介绍,0
你长什么样,你是什么样的,1
手机怎么跟以前不一样了,我的手机跟以前不一样了,1
手机怎样变更彩铃,怎样把电量显示的颜色变为彩虹色？,0
那你可以给我唱首歌吗,能不能唱首歌给我啊宝贝,0
没见过跟你一样啰嗦的人,你怎么这么啰嗦,1
朗读一下,念一下行吗,1
我现在到,我上了现在,0
reno3元气版扬声器,Reno3 元气版的价格,0
男朋友生气了说什么好,你知道我的生日吗,0
你有qq吗,下载QQ,0
我究竟在想谁,我在想谁,1
打扰了丫头,丫头的电话,0
那你告诉我啊,我想让你告诉我,1
明天天气怎么样,今天天气怎么这么冷,0
请打开灯,打开提示灯,0
你确实是我可爱的妻子,你是我老婆吧,1
请你翻开我打开手,我要打开你,0
粑粑你喜不喜欢吃,你喜欢吃粑粑吗,1
王者荣耀貂蝉,王者荣耀有多少个英雄,0
都没有啊,吃饭了没有啊,0
青海售后服务中心,中国地名服务客户服务中心,0
你知道什么音乐,中国音乐,0
明天几点上班我,我明天几点上班,1
羊肉的做法,排骨怎么做好吃,0
你瞎说话的目的是什么,你在扯淡,1
你的名字叫小波,你是不是叫小波啊,1
是哪一天,你知道春分是哪一天吗,0
你还能说啥,你还会说啥,1
你还吃屁呢,你吃的啥,0
你会干什么,你会写什么,0
那不知道,我不知道他,0
我们在一起还是不在一起啊你说你说,你说你说我们要不要在一起,1
那我是老,"你老了,比我还老",0
给我随便来一首音乐,再给我来一首歌,0
当我女朋友吧,做我女朋友吧,1
你爱和谁一起玩,你喜欢和谁一起玩,1
抢优惠券,什么值得买优惠券,0
你知道吗人吗,人你清楚吗,1
我和女朋友吵架了,和老婆吵架了,0
废话就还是少说点,你说的是废话吗,1
yeah好,yeah你,0
当我老婆了,当我老公吧,0
zoe,renozota,0
我的开锁密码是多少,怎样清理内存,0
帮我去下载游戏的时候为什么我可以打开游戏,哪里找到可可游戏中心下载地点,0
再说一个,再讲一个呗,1
找不到游戏,K1玩游戏听不到声音,0
开王者,开帮我开王者,1
ace2eva,ace 2ota,0
今天的天气很好哦,一个车程今天天气怎么样,0
oppnfind x2耳机子,findx2Pro变焦,0
再这样我就投诉了,你说的跟真的一样,0
平顶山今天什么天气,今天的天气很好哦,0
手机网络断开,手机信号断开网络,1
说了你也不知道,说了你也不懂,1
谢谢你对我的爱,感谢我能被你爱着,1
你帮我赚钱可以嘛,你可以帮我赚钱吗,1
小妞为什么不理我,小妞不理我,1
哦知道了知道了,原来是这么一回事呀,0
叫我英文名字的,你给我取个英文名字吧,0
我都不知道是什么时候手机有的这个,就是不知道啥时候能好,0
我认为语音助手这个工具不怎么适合我,我不喜欢语音助手,1
谁是你的男朋友,你的男朋友是谁啊,1
菠萝今天的天气,今天天气不错,0
你真的很搞笑,你太搞笑了,1
renoz耳机接口,Reno Z的耳机接口介绍,1
我要手机找回,我手机需要退回到安卓十,0
没有什么事,什么事情也没有,1
我想见小冰,我想干小冰,0
忘记密码,。忘记密码,1
你说什么,你怎么说德文,0
进游戏空间的时候动态,儿童空间规定软件时候,0
晚上六点叫我,凌晨五点起床,0
终于出来了,出来了终于,1
你有对象了吧,你处对象了吗,1
Reno有哪些配置,Reno你的内存是多大,0
请帮我放开音乐,请帮我什么,0
你从哪儿出生的啊,你从何而来,1
我说的哪里错了,我说的不对吗,1
告诉我你多大,你现在多大了,1
你今天想我了没,今天是不是想过我,1
抱歉我不喜欢你,我又和你说话呀抱歉三个出行不少,0
即日起我改名叫小可爱了,以后叫我小可爱,0
今天的天气很好哦,今天昆明天气怎么样,0
手机同步上传到云端的资料是否会直接覆盖上次操作的文件,告诉我这个手机的密码是多少,0
我们家谁最喜欢看手机,你猜我们家谁最喜欢看手机,1
拜登是谁的互动,拜登是谁,0
等我一会儿,我一会儿,0
说两句四川话,会不会说四川话,0
谢谢你哦小欧,感谢你小欧,1
把你qq号给我,发QQ给王俊杰,0
我不要答案,我不想知道结果,1
可以不要管我吗,别管我了,1
说一下你在做什么呀,你干嘛呢呀,1
飞信天气今天怎么样,今天的天气很好哦,0
我叫杨烁,我叫做杨烁,1
我穿什么都好看,大家都觉得我穿什么好看,1
怎么表白,怎么对喜欢的女生表白,0
我可能不会骂人哦,不能骂人的,0
你为什么不学习啊,你为什么不发言,0
膝盖零五月用英语怎么说,爸爸的英语叫什么,0
通话声音外漏，怎么办,声音不能外放怎么办,0
拜拜拜拜拜你可以去睡觉了,拜拜拜拜,0
这会功夫去何处了,现在到哪里了,0
你是我妈妈,你是个老娘们吧,0
那个工资是多少她的姐姐的,那个工资是多少你的,0
疯了吧你,你是不是疯了,1
手机主题应用以后画面放大原因,我之前在主题商店用的壁纸,0
说唱一段bbox,来段bbox,0
拨打周老师电话,你的电话是多少,0
没钱用怎么办,没钱吃东西怎么办,1
爱国名句,关于学习的名言名句,0
我爱你宝宝,宝宝我愿意为你做任何事,0
死你妈了个屁,喊你妈了个屁股,1
明天有雨不,小布今天温度多少,0
读短信内容,帮我读一下我的短信,1
你好你好在吗,你会在吗,0
温文尔雅的意思,十年树木百年树人是什么意思,0
你答应了呗,你回答得不错啊,0
我真的不配你爱吗,你真的不爱我吗,1
老婆我爱你,老婆我喜欢你,1
每个人喜欢的宵夜都不一样,为什么我们每个人的口感都不一样啊,0
今天天气怎么样济南,今天天气不错,0
钱我做梦都想要,我需要钱啊,1
小欧好还是siri好,你厉害还是siri牛逼,1
还有别的功能吗,到底还有没有别的功能啊,1
更换手机怎么把手机中的资料传过去,旧手机资料怎么样传到新手机,0
你是女的,你一定不是男的,1
的对我多少说知道吗我也没跟你们说只要我知道谁都不知道我妈也不知道他是我知道的我,不知道你说什么,0
手机是否可以使用谷歌服务框架,手机下载谷歌服务框架,0
你怎么不吃饭啊,你不吃饭要做什么,1
我有点不开心,为什么你会有点不开心啊,0
这个女人啊太,我的女人,0
跟我用男声说话,用男声跟我交流,1
表面积公式,正方形的周长,0
opporeno4pro,oppoReno2Z,0
定一个十点闹铃,下午三点二十叫我,0
你知道什么感受吗,什么感受,1
再来一次,一会儿再来,0
谁是你的主人,你的主人是谁,1
你的星座是什么,七月二十二是什么星座,0
给老公发短信,看短信,0
手机为什么打不了电话,为什么我的手机打不出电话,1
今天的天气齐齐哈尔,今天的天气很好哦,0
你声音好难听,你声音好刺耳啊,1
叫siri,以后你叫siri,0
你撒个娇,你对我卖卖萌,1
你都喜欢什么?,你喜欢的,0
你以前被人叫什么名字,你以前的名字叫什么,1
你喜欢做什么事情,你休假去玩什么,0
oppeReno处理器,RENO4PRO的处理器,0
我的拨号图标没有了。,我建个小号老号没了。,0
高通和MTK驱动一体包,升级工具新版本驱动说明,0
问问不行吗,那都不行,0
最好的英文,冷的英语,0
你吃早餐没有啊,你吃早餐没有,1
我的手机配置,什么样的手机才是好手机,0
这个东西价格多少钱,R11多少钱,0
给我找朋友,我去找朋友了,0
我跟你说我叫什么,我告诉你我叫啥,1
reno4 pro外屏幕,RenoZ换屏幕,0
社会大哥经典语录,关于秋天的谚语有哪些,0
零点七除以七,零点七,0
是小艾同学吗,你就是小艾同学是吗,1
爆表是什么意思,是什么意思呀,0
你到底因为什么这样对我,你为什么要这样对我,1
陪我讲话,能不能陪我说话,1
厕所要是小孩不对,你还是不要生小孩了,0
我到底是谁,小度你好,0
你的职业是什么,你会做什么工作呢,1
手机应用管理无法打开“允许自动启动”开关,不知道开不开机,0
闪回键怎么使用,闪充用不了怎么回事,0
直升飞机的图片,百里玄策的照片,0
话说我是你大哥吗,我是你大哥吗,1
你是黑色的吗,你是什么颜色的,0
五千米等于几米,一平方分米等于多少平方米,0
钱我想有很多,我啥时候能有钱,1
你能给我什么,你能给我一个吻吗,0
帮我把手机关闭,你给我关机,1
今天很难受不想打扫卫生,今天很难受,1
清除的除怎么组词,掠过的近义词是什么,0
然后叫我,以后叫我妈妈,0
我不想输,我一定要赢,1
维修备件查询,查询手机维修,0
你的电话是多少,你的电话,0
你是我的女朋友好吗,你是不是我女朋友,0
老是想购物怎么办,很想花钱买东西,1
可回收物有哪些,什么是可回收垃圾,1
释放手机内存,VOOC闪充手机配置是什么,0
你知道我喜欢喝什么吗,你怎么知道我喜欢喝什么,1
我们睡在一起吧,我们一起上床吧,1
我问一下,唉我问你问一下谁想最好,0
搜索附近的宾馆,去看看深圳希尔顿酒店还有没有大床房,0
死狗跟你有啥关系,我说什么跟你有什么关系,0
打开QQ号,QQ呢,0
我的girl,我就一女的,0
我喜欢的人怎么会不喜欢我,我喜欢的人不喜欢我,1
明天有风没有,今天是否有雨,0
请问你的称呼,请问你是哪位,1
那我不说话了,我就不怎么说话,0
我没有福气,我也想了解我咋就没运气,1
reno4se双扬声器,oppo reno4 se的摄像头,0
智商高么,我和你谁的智商更高,0
我的拨号怎么自动卸载啦,您好我把自带的软件删除了怎么恢复,0
睡觉去了,困了我要睡觉去了,1
我是不会轻易抛弃你的,我不会抛弃你的,1
今天的天气很好哦,今天凯里的天气如何,0
你给我过来,你给我来知道了没,1
呵呵你真幽默,你也太幽默了吧,1
帮我查找一下今天的天气,你那的天气怎么样,0
这条新闻,看看今天的新闻,0
面部识别无法录入,面部识别-录入异常,1
你在上大学对吗,你上大学了吗,1
你能给我换一首故事吗,你能给我什么,0
我现在给你,我来给你,0
晚上好啊,今天晚上的大码是什么,0
opporeno手机cpu集合,OPPOReno4c处理器,0
葫芦岛今天天气怎么样,今天天气真好,0
可以贴膜吗？,可以不贴膜吗,0
说了之后的后果是什么,为什么不能说,1
请问一下爸爸的爸爸爸爸吧爸爸吧爸爸爸爸的英语单词怎么读,爸爸爸爸怎么说,0
明天好多度,明后天天气预报,0
给明星做数据是什么,做数据是什么意思,0
你哪儿的呀,你去哪儿了,0
说什么听不懂,你说的没有被我听懂,1
你放心就行,你可以把心放下了,1
你觉得你自己智商低吗,你觉得你智商低吗,1
我爱你神经病,我爱你啊,1
话说我已经到家了,我已到家,1
美国总统夫人多少岁,小布美国总统多少岁,0
请问兰博基尼手机什么时候有货,我微信一直在线，为什么来消息的时候手机没有提示的呢,0
问你在干什么,弄的什么,0
给我最爱的人发一句我爱你,你说一句我爱你,0
哦你叫什么,你叫什么,1
这个方法,学习的方法,0
finx2pro换屏,0popfind x2耳,0
回小张微信收到了,你有微信号码吗,0
气急败坏怎么造句,弄巧成拙的近义词,0
查看明天的天气,查看明天天气,1
可是我是女的呀,可是我只是一个女的啊,1
我想知道你有没有喜欢的人,嗯你有喜欢的人吗,1
就发给这个群,你刚发的这个,0
你到底会不会画画,你会不会画画,1
我希望你是男生,在我看来你是男的,0
我要怎么把你关闭了,如何操作能把你关闭,1
王者荣耀都有哪些英雄,王者荣耀还有哪些英雄,1
OPPO账号是什么意思？,OPPO账号是什么,1
讲个狼来了的故事,讲个故事,0
有个问题想咨询下,小游戏问题查询,0
我真的再也不跟你玩儿了,我再也不跟你玩儿了,1
今天真是灾难,今天很倒霉,1
最近比较烦,我最近比较烦,1
春节什么时候放假,什么时候放假,0
射手座的特征,处女座有什么,0
那你是什么,你是啥色的,0
狗狗会狗刨式游泳呢,狗狗为什么刨地,0
老爸的电话,给我老婆的电话,0
你知道小冰是谁吗,你知道小冰吗,1
说英语啦,胖子英语怎么说,0
oppo和vivo手机哪个好,OPPO互传怎么用,0
手机的电池一点电量都没有了,我手机没电了,1
你看过吗,你看到了吗,0
美猴王的照片,你的照片呢,0
给我播放丑小鸭,播放丑小鸭的故事,0
请打开唯品会,嘿小布打开淘宝,0
唱个歌来听一下,可不可以唱个歌听,1
我说我是你爸爸,你说爸爸,0
请问你这个做好了吗,请问你在干嘛,0
我吃啥呀,我不知道吃什么,1
R11是哪家公司的,R11s和OPPO是什么关系,0
吃醋有什么好处,吃苹果有什么好处,0
到底是什么,你感觉他到底是什么呢,0
给你发微信,我还是发微信给你,1
oppoa5换屏多少钱,oppoa5到实体店换个屏幕多少钱,0
教我说情话,教我几句情话,1
你爸爸妈妈爱你吗,你父母喜欢你吗,1
你这个臭屁股下一个大白屁股蛋,你是个大屁股,0
才能顺利,我最近很顺利,0
你啥都会吗,为什么会知道呢,0
你怎么怎么坏,你太坏了,1
那我不爱你了,我爱你不在新游系的少年,0
跟我说话啊,跟他说话也可以,0
咋这么多,人咋这么多,0
好好玩呗,你有什么好玩的吗,0
我绝望了,我没有盼头了,1
我砸你了行不,我想砸了你,1
平方千米等于多少平方米,六米等于几分米,0
叫我八点别叫我,八点叫我,0
那我能有什么法子,那我也没办法,1
是什么意思啊,是什么意思,1
箱子的英文怎么说,女儿英文,0
放一部动画片,你知道什么动画片,0
闹铃定到四点半,八点58的闹钟,0
今天是过年,今天是什么今天是,0
韩语我爱你,影酱我爱你,0
